CountryKey,NOC,Country,Gold,Silver,Bronze,Total,SourceFile,Year,country_full,region,population,area_(sq._mi.),pop._density_(per_sq._mi.),coastline_(coast_area_ratio),net_migration,infant_mortality_(per_1000_births),gdp_($_per_capita),literacy_(percent),phones_(per_1000),arable_(percent),crops_(percent),other_(percent),climate,birthrate,deathrate,agriculture,industry,service
NEW ZEALAND,NZL,NZL,4,9,5,18,Rio 2016 Olympics Nations Medals.csv,2016,New Zealand,OCEANIA,4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684
NEW ZEALAND,NZL,NZL,0,0,2,2,PyeongChang 2018 Olympics Nations Medals.csv,2018,New Zealand,OCEANIA,4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684
NEW ZEALAND,NZL,NZL,7,6,7,20,Tokyo 2020 Olympics Nations Medals.csv,2020,New Zealand,OCEANIA,4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684
NEW ZEALAND,NZL,NZL,2,1,0,3,beijing_2022_Olympics_Nations_Medals.csv,2022,New Zealand,OCEANIA,4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684
NEW ZEALAND,NZL,NZL,10,7,3,20,Paris 2024 Olympics_Nations Medals.csv,2024,New Zealand,OCEANIA,4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684
,OAR,OAR,2,6,9,17,PyeongChang 2018 Olympics Nations Medals.csv,2018,,,,,,,,,,,,,,,,,,,,
PAKISTAN,PAK,PAK,1,0,0,1,Paris 2024 Olympics_Nations Medals.csv,2024,Pakistan,ASIA (EX. NEAR EAST),165803560,803940,206.2,0.13,-2.77,72.44,2100,45.7,31.8,27.87,0.87,71.26,1,29.74,8.23,0.216,0.251,0.533
PANAMA,PAN,PAN,0,1,0,1,Paris 2024 Olympics_Nations Medals.csv,2024,Panama,LATIN AMER. & CARIB,3191319,78200,40.8,3.18,-0.91,20.47,6300,92.6,137.9,7.36,1.98,90.66,2,21.74,5.36,0.068,0.156,0.776
PARAGUAY,PAR,PAR,0,1,0,1,Athens 2004 Olympics Nations Medals.csv,2004,Paraguay,LATIN AMER. & CARIB,6506464,406750,16,0,-0.08,25.63,4700,94,49.2,7.6,0.23,92.17,2,29.1,4.49,0.224,0.207,0.569
PERU,PER,PER,0,0,1,1,Paris 2024 Olympics_Nations Medals.csv,2024,Peru,LATIN AMER. & CARIB,28302603,1285220,22,0.19,-1.05,31.94,5100,90.9,79.5,2.89,0.4,96.71,"1,5",20.48,6.23,0.08,0.27,0.65
PHILIPPINES,PHI,PHI,0,1,0,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Philippines,ASIA (EX. NEAR EAST),89468677,300000,298.2,12.1,-1.5,23.51,4600,92.6,38.4,18.95,16.77,64.28,2,24.89,5.41,0.144,0.326,0.53
PHILIPPINES,PHI,PHI,0,1,0,1,Rio 2016 Olympics Nations Medals.csv,2016,Philippines,ASIA (EX. NEAR EAST),89468677,300000,298.2,12.1,-1.5,23.51,4600,92.6,38.4,18.95,16.77,64.28,2,24.89,5.41,0.144,0.326,0.53
PHILIPPINES,PHI,PHI,1,2,1,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Philippines,ASIA (EX. NEAR EAST),89468677,300000,298.2,12.1,-1.5,23.51,4600,92.6,38.4,18.95,16.77,64.28,2,24.89,5.41,0.144,0.326,0.53
PHILIPPINES,PHI,PHI,2,0,2,4,Paris 2024 Olympics_Nations Medals.csv,2024,Philippines,ASIA (EX. NEAR EAST),89468677,300000,298.2,12.1,-1.5,23.51,4600,92.6,38.4,18.95,16.77,64.28,2,24.89,5.41,0.144,0.326,0.53
POLAND,POL,POL,7,5,5,17,Atlanta 1996 Olympics Nations Medals.csv,1996,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,6,5,3,14,Sydney 2000 Olympics Nations Medals.csv,2000,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,0,1,1,2,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,3,2,5,10,Athens 2004 Olympics Nations Medals.csv,2004,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,0,1,1,2,Torino 2006 Olympics Nations Medals.csv,2006,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,1,3,2,6,Vancouver 2010 Olympics Nations Medals.csv,2010,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,3,2,6,11,London 2012 Olympics Nations Medals.csv,2012,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,4,1,1,6,Sochi 2014 Olympics Nations Medals.csv,2014,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,2,3,6,11,Rio 2016 Olympics Nations Medals.csv,2016,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,1,0,1,2,PyeongChang 2018 Olympics Nations Medals.csv,2018,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,4,5,5,14,Tokyo 2020 Olympics Nations Medals.csv,2020,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,0,0,1,1,beijing_2022_Olympics_Nations_Medals.csv,2022,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
POLAND,POL,POL,1,4,5,10,Paris 2024 Olympics_Nations Medals.csv,2024,Poland,EASTERN EUROPE,38536869,312685,123.3,0.16,-0.49,8.51,11100,99.8,306.3,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64
PORTUGAL,POR,POR,1,0,1,2,Atlanta 1996 Olympics Nations Medals.csv,1996,Portugal,WESTERN EUROPE,10605870,92391,114.8,1.94,3.57,5.05,18000,93.3,399.2,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673
PORTUGAL,POR,POR,0,0,2,2,Sydney 2000 Olympics Nations Medals.csv,2000,Portugal,WESTERN EUROPE,10605870,92391,114.8,1.94,3.57,5.05,18000,93.3,399.2,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673
PORTUGAL,POR,POR,0,2,1,3,Athens 2004 Olympics Nations Medals.csv,2004,Portugal,WESTERN EUROPE,10605870,92391,114.8,1.94,3.57,5.05,18000,93.3,399.2,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673
PORTUGAL,POR,POR,0,1,0,1,London 2012 Olympics Nations Medals.csv,2012,Portugal,WESTERN EUROPE,10605870,92391,114.8,1.94,3.57,5.05,18000,93.3,399.2,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673
PORTUGAL,POR,POR,0,0,1,1,Rio 2016 Olympics Nations Medals.csv,2016,Portugal,WESTERN EUROPE,10605870,92391,114.8,1.94,3.57,5.05,18000,93.3,399.2,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673
PORTUGAL,POR,POR,1,1,2,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Portugal,WESTERN EUROPE,10605870,92391,114.8,1.94,3.57,5.05,18000,93.3,399.2,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673
PORTUGAL,POR,POR,1,2,1,4,Paris 2024 Olympics_Nations Medals.csv,2024,Portugal,WESTERN EUROPE,10605870,92391,114.8,1.94,3.57,5.05,18000,93.3,399.2,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673
NORTH KOREA,PRK,PRK,2,1,2,5,Atlanta 1996 Olympics Nations Medals.csv,1996,,,,,,,,,,,,,,,,,,,,
NORTH KOREA,PRK,PRK,0,1,3,4,Sydney 2000 Olympics Nations Medals.csv,2000,,,,,,,,,,,,,,,,,,,,
NORTH KOREA,PRK,PRK,0,4,1,5,Athens 2004 Olympics Nations Medals.csv,2004,,,,,,,,,,,,,,,,,,,,
NORTH KOREA,PRK,PRK,4,0,3,7,London 2012 Olympics Nations Medals.csv,2012,,,,,,,,,,,,,,,,,,,,
NORTH KOREA,PRK,PRK,2,3,2,7,Rio 2016 Olympics Nations Medals.csv,2016,,,,,,,,,,,,,,,,,,,,
NORTH KOREA,PRK,PRK,0,2,4,6,Paris 2024 Olympics_Nations Medals.csv,2024,,,,,,,,,,,,,,,,,,,,
PUERTO RICO,PUR,PUR,0,0,1,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Puerto Rico,LATIN AMER. & CARIB,3927188,13790,284.8,3.63,-1.46,8.24,16800,94.1,283.1,3.95,5.52,90.53,2,12.77,7.65,0.01,0.45,0.54
PUERTO RICO,PUR,PUR,0,1,1,2,London 2012 Olympics Nations Medals.csv,2012,Puerto Rico,LATIN AMER. & CARIB,3927188,13790,284.8,3.63,-1.46,8.24,16800,94.1,283.1,3.95,5.52,90.53,2,12.77,7.65,0.01,0.45,0.54
PUERTO RICO,PUR,PUR,1,0,0,1,Rio 2016 Olympics Nations Medals.csv,2016,Puerto Rico,LATIN AMER. & CARIB,3927188,13790,284.8,3.63,-1.46,8.24,16800,94.1,283.1,3.95,5.52,90.53,2,12.77,7.65,0.01,0.45,0.54
PUERTO RICO,PUR,PUR,1,0,0,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Puerto Rico,LATIN AMER. & CARIB,3927188,13790,284.8,3.63,-1.46,8.24,16800,94.1,283.1,3.95,5.52,90.53,2,12.77,7.65,0.01,0.45,0.54
PUERTO RICO,PUR,PUR,0,0,2,2,Paris 2024 Olympics_Nations Medals.csv,2024,Puerto Rico,LATIN AMER. & CARIB,3927188,13790,284.8,3.63,-1.46,8.24,16800,94.1,283.1,3.95,5.52,90.53,2,12.77,7.65,0.01,0.45,0.54
QATAR,QAT,QAT,0,0,1,1,Sydney 2000 Olympics Nations Medals.csv,2000,Qatar,NEAR EAST,885359,11437,77.4,4.92,16.29,18.61,21500,82.5,232,1.64,0.27,98.09,1,15.56,4.72,0.002,0.801,0.197
QATAR,QAT,QAT,0,1,1,2,London 2012 Olympics Nations Medals.csv,2012,Qatar,NEAR EAST,885359,11437,77.4,4.92,16.29,18.61,21500,82.5,232,1.64,0.27,98.09,1,15.56,4.72,0.002,0.801,0.197
QATAR,QAT,QAT,0,1,0,1,Rio 2016 Olympics Nations Medals.csv,2016,Qatar,NEAR EAST,885359,11437,77.4,4.92,16.29,18.61,21500,82.5,232,1.64,0.27,98.09,1,15.56,4.72,0.002,0.801,0.197
QATAR,QAT,QAT,2,0,1,3,Tokyo 2020 Olympics Nations Medals.csv,2020,Qatar,NEAR EAST,885359,11437,77.4,4.92,16.29,18.61,21500,82.5,232,1.64,0.27,98.09,1,15.56,4.72,0.002,0.801,0.197
QATAR,QAT,QAT,0,0,1,1,Paris 2024 Olympics_Nations Medals.csv,2024,Qatar,NEAR EAST,885359,11437,77.4,4.92,16.29,18.61,21500,82.5,232,1.64,0.27,98.09,1,15.56,4.72,0.002,0.801,0.197
,ROC,ROC,20,28,23,71,Tokyo 2020 Olympics Nations Medals.csv,2020,,,,,,,,,,,,,,,,,,,,
,ROC,ROC,6,12,14,32,beijing_2022_Olympics_Nations_Medals.csv,2022,,,,,,,,,,,,,,,,,,,,
,ROT,ROT,0,0,1,1,Paris 2024 Olympics_Nations Medals.csv,2024,,,,,,,,,,,,,,,,,,,,
ROMANIA,ROU,ROU,4,7,9,20,Atlanta 1996 Olympics Nations Medals.csv,1996,Romania,EASTERN EUROPE,22303552,237500,93.9,0.09,-0.13,26.43,7000,98.4,196.9,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549
ROMANIA,ROU,ROU,11,6,9,26,Sydney 2000 Olympics Nations Medals.csv,2000,Romania,EASTERN EUROPE,22303552,237500,93.9,0.09,-0.13,26.43,7000,98.4,196.9,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549
ROMANIA,ROU,ROU,8,5,6,19,Athens 2004 Olympics Nations Medals.csv,2004,Romania,EASTERN EUROPE,22303552,237500,93.9,0.09,-0.13,26.43,7000,98.4,196.9,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549
ROMANIA,ROU,ROU,2,4,1,7,London 2012 Olympics Nations Medals.csv,2012,Romania,EASTERN EUROPE,22303552,237500,93.9,0.09,-0.13,26.43,7000,98.4,196.9,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549
ROMANIA,ROU,ROU,1,1,2,4,Rio 2016 Olympics Nations Medals.csv,2016,Romania,EASTERN EUROPE,22303552,237500,93.9,0.09,-0.13,26.43,7000,98.4,196.9,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549
ROMANIA,ROU,ROU,1,3,0,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Romania,EASTERN EUROPE,22303552,237500,93.9,0.09,-0.13,26.43,7000,98.4,196.9,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549
ROMANIA,ROU,ROU,3,4,2,9,Paris 2024 Olympics_Nations Medals.csv,2024,Romania,EASTERN EUROPE,22303552,237500,93.9,0.09,-0.13,26.43,7000,98.4,196.9,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549
SOUTH AFRICA,RSA,RSA,3,1,1,5,Atlanta 1996 Olympics Nations Medals.csv,1996,South Africa,SUB-SAHARAN AFRICA,44187637,1219912,36.2,0.23,-0.29,61.81,10700,86.4,107,12.08,0.79,87.13,1,18.2,22,0.025,0.303,0.671
SOUTH AFRICA,RSA,RSA,0,2,3,5,Sydney 2000 Olympics Nations Medals.csv,2000,South Africa,SUB-SAHARAN AFRICA,44187637,1219912,36.2,0.23,-0.29,61.81,10700,86.4,107,12.08,0.79,87.13,1,18.2,22,0.025,0.303,0.671
SOUTH AFRICA,RSA,RSA,1,3,2,6,Athens 2004 Olympics Nations Medals.csv,2004,South Africa,SUB-SAHARAN AFRICA,44187637,1219912,36.2,0.23,-0.29,61.81,10700,86.4,107,12.08,0.79,87.13,1,18.2,22,0.025,0.303,0.671
SOUTH AFRICA,RSA,RSA,4,1,1,6,London 2012 Olympics Nations Medals.csv,2012,South Africa,SUB-SAHARAN AFRICA,44187637,1219912,36.2,0.23,-0.29,61.81,10700,86.4,107,12.08,0.79,87.13,1,18.2,22,0.025,0.303,0.671
SOUTH AFRICA,RSA,RSA,2,6,2,10,Rio 2016 Olympics Nations Medals.csv,2016,South Africa,SUB-SAHARAN AFRICA,44187637,1219912,36.2,0.23,-0.29,61.81,10700,86.4,107,12.08,0.79,87.13,1,18.2,22,0.025,0.303,0.671
SOUTH AFRICA,RSA,RSA,1,2,0,3,Tokyo 2020 Olympics Nations Medals.csv,2020,South Africa,SUB-SAHARAN AFRICA,44187637,1219912,36.2,0.23,-0.29,61.81,10700,86.4,107,12.08,0.79,87.13,1,18.2,22,0.025,0.303,0.671
SOUTH AFRICA,RSA,RSA,1,3,2,6,Paris 2024 Olympics_Nations Medals.csv,2024,South Africa,SUB-SAHARAN AFRICA,44187637,1219912,36.2,0.23,-0.29,61.81,10700,86.4,107,12.08,0.79,87.13,1,18.2,22,0.025,0.303,0.671
RUSSIA,RUS,RUS,11,8,4,23,Lillehammer 1994 Olympics Nations Medals.csv,1994,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,26,21,16,63,Atlanta 1996 Olympics Nations Medals.csv,1996,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,9,6,3,18,Nagano 1998 Olympics Nations Medals.csv,1998,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,32,28,29,89,Sydney 2000 Olympics Nations Medals.csv,2000,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,5,4,4,13,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,28,26,36,90,Athens 2004 Olympics Nations Medals.csv,2004,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,8,6,8,22,Torino 2006 Olympics Nations Medals.csv,2006,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,3,5,7,15,Vancouver 2010 Olympics Nations Medals.csv,2010,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,18,21,26,65,London 2012 Olympics Nations Medals.csv,2012,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,11,9,9,29,Sochi 2014 Olympics Nations Medals.csv,2014,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
RUSSIA,RUS,RUS,19,17,20,56,Rio 2016 Olympics Nations Medals.csv,2016,Russia,C.W. OF IND. STATES,142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,,9.95,14.65,0.054,0.371,0.575
,SCG,SCG,0,2,0,2,Athens 2004 Olympics Nations Medals.csv,2004,,,,,,,,,,,,,,,,,,,,
,SIN,SIN,0,0,2,2,London 2012 Olympics Nations Medals.csv,2012,,,,,,,,,,,,,,,,,,,,
,SIN,SIN,1,0,0,1,Rio 2016 Olympics Nations Medals.csv,2016,,,,,,,,,,,,,,,,,,,,
,SIN,SIN,0,0,1,1,Paris 2024 Olympics_Nations Medals.csv,2024,,,,,,,,,,,,,,,,,,,,
SLOVENIA,SLO,SLO,0,0,3,3,Lillehammer 1994 Olympics Nations Medals.csv,1994,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,0,2,0,2,Atlanta 1996 Olympics Nations Medals.csv,1996,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,2,0,0,2,Sydney 2000 Olympics Nations Medals.csv,2000,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,0,0,1,1,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,0,1,3,4,Athens 2004 Olympics Nations Medals.csv,2004,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,0,2,1,3,Vancouver 2010 Olympics Nations Medals.csv,2010,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,1,1,2,4,London 2012 Olympics Nations Medals.csv,2012,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,2,2,4,8,Sochi 2014 Olympics Nations Medals.csv,2014,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,1,2,1,4,Rio 2016 Olympics Nations Medals.csv,2016,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,0,1,1,2,PyeongChang 2018 Olympics Nations Medals.csv,2018,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,3,1,1,5,Tokyo 2020 Olympics Nations Medals.csv,2020,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,2,3,2,7,beijing_2022_Olympics_Nations_Medals.csv,2022,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SLOVENIA,SLO,SLO,2,1,0,3,Paris 2024 Olympics_Nations Medals.csv,2024,Slovenia,EASTERN EUROPE,2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603
SAN MARINO,SMR,SMR,0,1,2,3,Tokyo 2020 Olympics Nations Medals.csv,2020,San Marino,WESTERN EUROPE,29251,61,479.5,0,10.98,5.73,34600,96,704.3,16.67,0,83.33,,10.02,8.17,,,
SERBIA,SRB,SRB,1,1,2,4,London 2012 Olympics Nations Medals.csv,2012,Serbia,EASTERN EUROPE,9396411,88361,106.3,0,-1.33,12.89,2200,93,285.8,33.35,3.2,63.45,,,,0.166,0.255,0.579
SERBIA,SRB,SRB,2,4,2,8,Rio 2016 Olympics Nations Medals.csv,2016,Serbia,EASTERN EUROPE,9396411,88361,106.3,0,-1.33,12.89,2200,93,285.8,33.35,3.2,63.45,,,,0.166,0.255,0.579
SERBIA,SRB,SRB,3,1,5,9,Tokyo 2020 Olympics Nations Medals.csv,2020,Serbia,EASTERN EUROPE,9396411,88361,106.3,0,-1.33,12.89,2200,93,285.8,33.35,3.2,63.45,,,,0.166,0.255,0.579
SERBIA,SRB,SRB,3,1,1,5,Paris 2024 Olympics_Nations Medals.csv,2024,Serbia,EASTERN EUROPE,9396411,88361,106.3,0,-1.33,12.89,2200,93,285.8,33.35,3.2,63.45,,,,0.166,0.255,0.579
SRI LANKA,SRI,SRI,0,1,0,1,Sydney 2000 Olympics Nations Medals.csv,2000,Sri Lanka,ASIA (EX. NEAR EAST),20222240,65610,308.2,2.04,-1.31,14.35,3700,92.3,61.5,13.86,15.7,70.44,2,15.51,6.52,0.178,0.276,0.545
SWITZERLAND,SUI,SUI,3,4,2,9,Lillehammer 1994 Olympics Nations Medals.csv,1994,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,4,3,0,7,Atlanta 1996 Olympics Nations Medals.csv,1996,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,2,2,3,7,Nagano 1998 Olympics Nations Medals.csv,1998,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,1,6,2,9,Sydney 2000 Olympics Nations Medals.csv,2000,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,3,2,6,11,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,1,1,3,5,Athens 2004 Olympics Nations Medals.csv,2004,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,5,4,5,14,Torino 2006 Olympics Nations Medals.csv,2006,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,6,0,3,9,Vancouver 2010 Olympics Nations Medals.csv,2010,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,2,2,0,4,London 2012 Olympics Nations Medals.csv,2012,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
SWITZERLAND,SUI,SUI,7,2,2,11,Sochi 2014 Olympics Nations Medals.csv,2014,Switzerland,WESTERN EUROPE,7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645
